Ano base,UF,Classe Substância Mineral,Substância Mineral,Quantidade (litros) Garrafão,Quantidade (litros) Garrafa Plástica,Quantidade (litros) Garrafa de Vidro,Quantidade (litros) Copo,Quantidade (litros) Outras Embalagens,Valor (R$) Garrafão,Valor (R$) Garrafa Plástica,Valor (R$) Garrafa de Vidro,Valor (R$) Copo,Valor (R$) Outras Embalagens,Quantidade (litros) Composição Produtos Industrializados,Valor (R$) Composição Produtos Industrializados,Unidade de Medida
2016,PB,Água,Água,261140654.0,47475927.24,0.0,845548.2,0.0,23563049.71,28333935.78,0.0,1687178.58,0.0,110695961.26,99052216.94,l
2016,PE,Água,Água,632249866.72,28124844.04,267420.0,966755.84,2487751.0,63292623.36,28618817.52,235385.29,1282731.28,1024943.43,356696132.1,212824.43,l
2016,PI,Água,Água,21945542.0,379042.0,0.0,2119.0,0.0,2510166.11,350856.84,0.0,27481.37,0.0,0.0,0.0,l
2016,PR,Água,Água,123511430.86,52648315.35,860400.0,25242662.42,0.0,28164788.06,60828617.76,1059671.66,5915586.59,0.0,53356250.0,3836209.69,l
2016,RJ,Água,Água,164818556.16,110906181.27,0.0,3142628.32,323854.0,24249033.62,89838926.07,0.0,4929857.16,152702.62,5491375.5,31159.38,l
2016,RN,Água,Água,383838755.0,40051598.0,0.0,2223845.8,0.0,20898677.12,27306455.29,0.0,923811.92,0.0,0.0,0.0,l
2016,RO,Água,Água,125053710.4,14128789.0,0.0,1122374.0,0.0,15749770.39,13311475.67,0.0,1182333.71,0.0,0.0,0.0,l
2016,RR,Água,Água,5292640.0,2794741.64,0.0,27550.08,0.0,1653488.72,3662767.82,0.0,70043.0,0.0,0.0,0.0,l
2016,RS,Água,Água,164216633.23,227282265.58,124860.03,3631292.0,227255.0,41072418.82,259391280.91,142660.0,5102299.28,65175.68,96572655.0,59834.53,l
2016,SC,Água,Água,193779279.22,52129373.92,39948.0,1843387.19,2112688.0,38602105.82,40953153.0,50280.34,2217351.9,1226661.3,1153840.72,1855327.38,l
2016,SE,Água,Água,162673010.0,46050342.41,0.0,1329146.2,0.0,27107370.87,14588608.55,0.0,2881028.42,0.0,0.0,0.0,l
2016,SP,Água,Água,796951126.67,899694306.67,5960290.0,36358962.65,28175372.21,115957564.34,913173441.49,14133666.81,42824916.33,40175988.98,200228316.0,35265854.39,l
2016,TO,Água,Água,38106540.0,3729282.92,0.0,325574.4,0.0,2880978.64,3127736.3,0.0,283981.15,0.0,0.0,0.0,l
2017,AC,Água,Água,39728693.2,804094.0,0.0,0.0,0.0,3201784.42,517906.95,0.0,0.0,0.0,0.0,0.0,l
2017,AL,Água,Água,303809562.16,86903631.66,0.0,14474821.16,0.0,19830295.7,95267127.22,0.0,1527703.57,0.0,0.0,0.0,l
2017,AM,Água,Água,188754400.94,31763608.48,0.0,1301004.2,0.0,21773485.25,31314497.52,0.0,1604018.61,0.0,35891553.0,2519576.19,l
2017,AP,Água,Água,46203480.0,2541813.4,0.0,42030.8,0.0,2650654.52,3659623.59,0.0,66466.08,0.0,0.0,0.0,l
2017,BA,Água,Água,624053787.86,130729147.27,0.0,8600433.6,216640.0,54093346.5,92247249.75,0.0,6498849.75,172950.27,622644322.98,76272258.85,l
2017,CE,Água,Água,488678520.76,59794651.22,0.0,1402015.4,140052.0,75406492.47,58744651.85,0.0,2410317.31,96635.88,55603286.0,69712929.15,l
2017,DF,Água,Água,55812487.72,3793127.71,0.0,412848.89,66723.0,8731902.73,3028148.38,0.0,579439.56,61190.0,0.0,0.0,l
2017,ES,Água,Água,60657972.89,15781435.64,169075.0,453045.12,361.5,6046361.14,16648777.98,668697.38,593670.54,1414.05,0.0,0.0,l
2017,GO,Água,Água,197454733.42,66471108.6,0.0,1695755.2,11540360.0,39307368.53,51346256.39,0.0,2180370.49,60204.56,53395988.4,618240.55,l
2017,MA,Água,Água,207426790.0,18840346.36,0.0,794822.4,10085.0,22045637.65,22375963.98,0.0,1108448.86,8267.37,73499557.4,185535.92,l
2017,MG,Água,Água,235679223.27,187442202.13,494487.05,5140655.66,3562458.0,37704979.98,165790418.99,594023.5,4809010.27,1855559.54,458138.55,67871.19,l
2017,MS,Água,Água,31524368.0,8378655.04,0.0,370597.2,790135.0,5081958.75,10529229.24,0.0,547990.65,636907.05,10310677.37,10310.67,l
2017,MT,Água,Água,261129421.37,34656674.25,0.0,2156954.83,0.0,44573847.97,39107002.22,0.0,2804505.26,0.0,0.0,0.0,l
2017,PA,Água,Água,183034926.24,30176864.77,0.0,1839873.76,0.0,21430362.19,21516177.27,0.0,1331470.67,0.0,317194513.23,62831117.94,l
2017,PB,Água,Água,259758374.0,52657644.2,0.0,1367552.6,0.0,28402797.82,29135975.45,0.0,1570981.11,0.0,95485518.0,60296959.7,l
2017,PE,Água,Água,746762267.41,38375851.17,254944.8,1552166.17,0.0,67464718.55,38266941.6,221728.52,1638402.73,0.0,330336871.8,470846.0,l
2017,PI,Água,Água,29572425.0,4157951.24,0.0,260084.93,0.0,3778055.43,3793454.35,0.0,467207.39,0.0,0.0,0.0,l
2017,PR,Água,Água,136961930.83,56223855.81,651288.0,4506033.04,0.0,34119169.74,68489906.74,1023510.05,5985381.14,0.0,53141938.45,3918304.74,l
2017,RJ,Água,Água,292427464.84,72306263.48,0.0,3506019.0,31598.0,41870057.9,83140827.17,0.0,6038841.54,40172.76,0.0,0.0,l
2017,RN,Água,Água,493434673.25,36814563.4,0.0,2512804.6,0.0,33789634.92,21383888.13,0.0,1786902.79,0.0,27049340.0,1764825.75,l
2017,RO,Água,Água,114174307.78,11962871.39,0.0,1245366.05,0.0,14559303.07,11322196.38,0.0,1373529.44,0.0,0.0,0.0,l
2017,RR,Água,Água,4646900.0,2602669.59,0.0,17779.2,0.0,1473263.61,3547627.45,0.0,42488.64,0.0,0.0,0.0,l
2017,RS,Água,Água,133553143.11,195488868.71,0.0,3419418.0,263085.0,45560865.75,228815211.82,0.0,4806496.62,146858.83,135154785.0,744271.31,l
2017,SC,Água,Água,187920701.29,58835675.84,73668.0,1998166.82,2381220.0,37574228.99,53748550.72,89444.98,2615494.7,1159509.32,63473.0,183641.97,l
2017,SE,Água,Água,176662850.0,21324474.1,0.0,2297684.4,335890.0,58123333.46,16386498.59,0.0,2272788.11,67178.0,0.0,0.0,l
2017,SP,Água,Água,800667435.77,908179967.32,6675704.12,35728680.28,3758540.99,142977962.53,755854742.49,18912048.92,34236359.95,6327741.24,215107689.61,48588390.82,l
2017,TO,Água,Água,37408820.0,4063297.58,0.0,215193.6,0.0,2919888.89,3469961.78,0.0,194608.83,0.0,0.0,0.0,l
2018,AC,Água,Água,50197484.0,1087862.0,0.0,0.0,0.0,4615003.57,1012020.67,0.0,0.0,0.0,0.0,0.0,l
2018,AL,Água,Água,300412773.62,96732511.0,0.0,1273743.4,0.0,17595171.02,125535145.2,0.0,1341950.58,0.0,838739.3,838739.3,l
2018,AM,Água,Água,209921816.0,33451780.36,0.0,1247225.4,0.0,25120807.42,34787256.95,0.0,1672751.33,0.0,31888770.0,2731552.55,l
2018,AP,Água,Água,27151172.4,1723568.54,0.0,28680.0,0.0,3264599.45,2692391.31,0.0,45786.39,0.0,0.0,0.0,l
2018,BA,Água,Água,753880088.0,183969434.38,0.0,12850153.82,553160.83,61156268.36,145263344.46,0.0,6928284.85,413395.7,96153444.64,73013534.34,l
2018,CE,Água,Água,531773236.0,61484478.82,0.0,1315676.87,0.0,87148910.12,56082191.62,0.0,2202163.14,0.0,64298711.13,74175031.54,l
2018,DF,Água,Água,49734934.92,2509259.25,165.0,3648140.23,18690.0,7705399.47,2396614.15,202.5,186288.86,700.0,0.0,0.0,l
2018,ES,Água,Água,66300038.3,18895477.32,164601.0,738501.7,0.0,8086586.36,22553520.83,844990.72,1115041.97,0.0,0.0,0.0,l
2018,GO,Água,Água,183202394.5,79337977.94,0.0,1156986.1,21139015.0,38184806.86,59324619.77,0.0,1853062.83,4625249.84,33054003.8,2010989.37,l
2018,MA,Água,Água,241415939.41,21600872.64,0.0,705071.2,43270.0,21932370.41,24817113.39,0.0,1013685.23,350232.0,66656662.2,2708702.54,l
2018,MG,Água,Água,301466900.76,177246443.81,358435.0,3848012.72,4547323.0,43712816.32,144937685.95,553397.68,5461691.56,1840120.64,612190.06,88772.81,l
2018,MS,Água,Água,31671042.29,7715258.2,0.0,362169.6,905170.0,5800537.85,11001592.49,0.0,534446.81,766015.18,14514324.87,461473.35,l
2018,MT,Água,Água,239951582.91,39650713.29,0.0,2551749.76,0.0,41029298.07,47838582.87,0.0,4499511.71,0.0,12869976.2,3248158.98,l
2018,PA,Água,Água,209306905.17,26969948.55,0.0,2030848.1,0.0,23082717.25,20721434.34,0.0,1656262.53,0.0,294078000.0,1609374.24,l
2018,PB,Água,Água,226377659.26,46114415.38,0.0,1848233.4,0.0,17929612.69,26770544.28,0.0,1988131.19,0.0,111834726.0,80839724.89,l
2018,PE,Água,Água,746379964.06,54801602.12,166670.4,1740485.08,0.0,68303946.06,47279136.72,147385.42,1685142.98,0.0,387113284.0,1396749.28,l
2018,PI,Água,Água,25985437.0,651839.24,0.0,2267.33,0.0,3062554.9,691711.26,0.0,29405.07,0.0,0.0,0.0,l
2018,PR,Água,Água,144287247.94,73265460.63,508800.0,4275627.62,0.0,30860851.95,91529291.3,819144.47,6132462.27,0.0,55331627.25,3793944.54,l
2018,RJ,Água,Água,328790725.08,117834447.88,0.0,4943793.62,484934.44,40577870.22,163133832.62,0.0,7622557.71,744000.27,1014354.0,86638.56,l
2018,RN,Água,Água,470832848.75,34362978.4,0.0,1933179.0,0.0,37699425.46,24237174.66,0.0,1623598.59,0.0,0.0,0.0,l
2018,RO,Água,Água,115036868.88,14888429.18,0.0,1111285.6,2755.0,14688683.63,14501432.95,0.0,849708.99,1653.0,401052.08,146359.26,l
2018,RR,Água,Água,3901860.0,2959069.89,0.0,21653.04,0.0,1215285.8,4168569.71,0.0,52513.73,0.0,0.0,0.0,l
2018,RS,Água,Água,132521830.85,186751040.58,0.0,3202773.4,591115.0,42168910.89,223932839.83,0.0,5253903.85,202228.15,27890115.2,1226186.41,l
2018,SC,Água,Água,184141193.72,73467012.31,99390.0,2273844.39,0.0,36986943.33,68266206.34,131147.44,3127845.73,0.0,4734758.4,1784230.61,l
2018,SE,Água,Água,181380732.58,15876879.94,0.0,1952270.0,2358000.0,32281943.85,17579385.77,0.0,3029681.69,471600.0,0.0,0.0,l
2018,SP,Água,Água,771737252.63,926021183.07,7254472.36,27264419.27,5661892.38,161716858.51,974695586.83,22243412.94,30943791.49,7544867.77,207526425.97,66214864.21,l
2018,TO,Água,Água,26270140.0,1590991.0,0.0,339705.6,0.0,2072673.3,1488182.28,0.0,399225.94,0.0,0.0,0.0,l
2019,AC,Água,Água,45996725.2,1191349.0,0.0,0.0,0.0,4676996.41,1009859.04,0.0,0.0,0.0,0.0,0.0,l
2019,AL,Água,Água,225349136.39,103121937.16,0.0,597639.0,0.0,19582601.18,144847063.69,0.0,790549.3,0.0,0.0,0.0,l
2019,AM,Água,Água,238613276.0,38971812.72,0.0,1402442.2,0.0,33017245.76,43671555.86,0.0,1766456.75,0.0,38793421.0,3326711.48,l
2019,AP,Água,Água,40948294.08,1339589.39,0.0,32169.6,0.0,3017003.28,2128002.69,0.0,54924.12,0.0,0.0,0.0,l
2019,BA,Água,Água,871301071.86,150974215.76,0.0,7873093.74,2342020.0,53588085.66,118904094.71,0.0,6432166.21,87703.29,16610658.01,54566914.12,l
2019,CE,Água,Água,565855449.2,64330692.67,0.0,26765637.47,102948.0,92310187.87,58149632.64,0.0,2165020.27,52537.36,64367427.13,74212787.54,l
2019,DF,Água,Água,67887929.32,8345724.1,0.0,545502.72,29837.0,16830381.3,6796847.13,0.0,682564.31,20363.77,643478.0,726448.55,l
2019,ES,Água,Água,62973757.41,19306840.65,139654.0,803510.91,4788.0,7863178.95,23129551.85,719817.09,1290154.76,3634.48,0.0,0.0,l
2019,GO,Água,Água,185377646.0,79429957.5,0.0,1770956.2,0.0,39931332.04,105310781.3,0.0,2747742.8,0.0,33436148.75,2873683.66,l
2019,MA,Água,Água,216825192.0,21816026.76,0.0,813609.6,296.0,21019880.98,25235664.69,0.0,1276067.64,2761.0,66656662.0,2708702.5,l
2019,MG,Água,Água,328058126.2,205769883.98,443696.0,4221517.02,5133095.0,47624093.57,156589983.92,453054.2,5699118.19,2336501.91,2740524.99,87489.71,l
2019,MS,Água,Água,33070400.0,9424288.42,0.0,415095.2,993455.0,6195618.5,13145974.3,0.0,649440.17,827109.65,16494765.9,710985.53,l
2019,MT,Água,Água,336196990.81,54522274.58,0.0,3970635.06,0.0,48324306.27,57058313.95,0.0,3845234.95,0.0,7568481.6,988303.6,l
2019,PA,Água,Água,196864457.75,27813736.45,0.0,2583805.6,0.0,23339339.17,17932340.82,0.0,1278313.88,0.0,637987677.98,61870624.47,l
2019,PB,Água,Água,228851065.0,93184727.8,0.0,4373747.0,0.0,15410876.74,45682629.17,0.0,4884884.25,0.0,124866150.0,72712103.62,l
2019,PE,Água,Água,1208880281.8,78239048.98,117936.0,1761144.18,0.0,117721055.01,64535143.99,104952.0,1343573.8,0.0,405719364.0,3582931.28,l
2019,PI,Água,Água,24988225.2,767762.0,0.0,0.0,0.0,3081316.63,720628.0,0.0,0.0,0.0,0.0,0.0,l
2019,PR,Água,Água,143843547.83,75452928.79,2784.0,5306361.4,0.0,32291171.31,79800913.83,5905.52,6048030.54,0.0,40015506.31,3692765.65,l
2019,RJ,Água,Água,305304492.0,117308419.11,0.0,4983180.8,6957.0,34043736.08,166818170.33,0.0,8530102.35,4633.6,0.0,0.0,l
2019,RN,Água,Água,478222442.96,10294668.1,259256.0,1641152.4,0.0,42163503.13,22296502.35,158790.4,2185696.74,0.0,0.0,0.0,l
2019,RO,Água,Água,140533957.3,16409990.0,0.0,871232.92,2025092.0,19450769.03,18749491.82,0.0,1136162.53,1025638.7,393513.03,136391.78,l
2019,RR,Água,Água,4335428.0,2967869.84,0.0,43476.72,0.0,1311586.92,4170553.23,0.0,79186.6,0.0,0.0,0.0,l
2019,RS,Água,Água,117689115.12,201034167.45,0.0,3201829.69,388431.0,35136615.3,257707166.67,0.0,5023831.04,70988.48,144.0,300.0,l
2019,SC,Água,Água,221866628.26,80369226.5,145770.0,2286672.25,574516.0,45718664.34,80160933.54,176933.08,3165920.26,214825.0,4917081.75,2365944.46,l
2019,SE,Água,Água,225162325.0,15891820.04,0.0,2492035.2,0.0,31412319.0,15013801.38,0.0,2958039.62,0.0,3303213.91,4696377.99,l
2019,SP,Água,Água,788296486.72,932299343.22,8822455.24,24642568.62,12658133.27,159143155.64,1063107274.95,28825298.23,36821097.94,9011430.0,72424330.86,65965197.31,l
2019,TO,Água,Água,27488153.2,2977682.4,0.0,326928.0,0.0,3456398.84,2571070.16,0.0,364406.77,0.0,0.0,0.0,l
2020,AC,Água,Água,29513968.5,1123419.9,0.0,7152.0,0.0,3586111.92,887030.7,0.0,8195.0,0.0,0.0,0.0,l
2020,AL,Água,Água,176133937.2,88574232.84,0.0,469224.2,0.0,12002464.7,125715910.39,0.0,409458.22,0.0,0.0,0.0,l
2020,AM,Água,Água,253259034.7,36133244.14,0.0,1257826.42,0.0,26355288.6,33294506.16,0.0,1553841.9,0.0,33209685.89,2880166.83,l
2020,AP,Água,Água,42044645.0,1314602.61,0.0,18878.8,0.0,3118692.34,2042024.68,0.0,32787.6,0.0,0.0,0.0,l
2020,BA,Água,Água,713913380.6,188918112.07,0.0,4373754.8,468363.0,57844594.16,126163252.49,0.0,3275125.75,284369.81,2495937455.97,70899629.16,l
2020,CE,Água,Água,594874748.98,56143703.24,0.0,71818061.4,0.0,97186250.94,50116170.8,0.0,1164295.16,0.0,69276696.44,79073245.07,l
2020,DF,Água,Água,54381560.85,16236111.48,0.0,465357.28,0.0,5940590.43,2757828.59,0.0,122276.64,0.0,0.0,0.0,l
2020,ES,Água,Água,67232362.57,21489394.52,126568.8,394069.4,0.0,8319990.38,23179419.05,683556.1,598320.47,0.0,0.0,0.0,l
2020,GO,Água,Água,178156405.29,89828117.9,0.0,741668.8,16769940.0,36941965.46,116968731.99,0.0,1540798.48,2854011.04,33054003.0,2010989.0,l
2020,MA,Água,Água,221056583.61,19373074.32,0.0,567618.8,0.0,22447896.54,21782005.63,0.0,927597.36,0.0,56516250.39,2970457.08,l
2020,MG,Água,Água,355330574.4,232887589.81,304079.4,2244021.44,5208750.0,52253396.64,227730655.56,735472.65,3006718.85,3285651.11,576843.92,89858.97,l
2020,MS,Água,Água,34950490.0,8684532.7,0.0,340109.6,1031580.0,7661037.63,13033526.18,0.0,474235.18,847415.31,17903046.01,495558.53,l
2020,MT,Água,Água,453956441.36,52496348.52,0.0,2478248.56,1132.0,67500386.87,60469315.69,0.0,2740890.09,56.6,14953141.6,2108974.56,l
2020,PA,Água,Água,251910531.07,26866559.53,0.0,2953656.64,0.0,20811240.21,19653600.85,0.0,2026829.57,0.0,564531000.0,2389182.11,l
2020,PB,Água,Água,250331853.0,44086690.58,0.0,2609791.26,0.0,19604775.27,92052503.61,0.0,4060233.65,0.0,144809949.0,168306810.2,l
2020,PE,Água,Água,1145810249.08,87614106.76,59054.0,970214.11,0.0,100390832.13,65665613.35,70981.82,1063216.42,0.0,639859015.98,59719362.53,l
2020,PI,Água,Água,24967180.01,450823.99,0.0,87523.01,0.0,2941490.75,432603.24,0.0,144949.01,0.0,0.0,0.0,l
2020,PR,Água,Água,154598668.99,104850841.32,0.0,3810013.84,0.0,39869490.58,112339187.09,0.0,4936941.28,0.0,42958059.49,3066051.87,l
2020,RJ,Água,Água,456113615.68,196747431.61,0.0,4519961.79,338300.0,49977483.13,221027700.27,0.0,6276727.63,10151.0,0.0,0.0,l
2020,RN,Água,Água,503010221.73,14649719.8,129034.0,1095119.0,0.0,43938500.65,23976933.13,143370.88,546099.69,0.0,0.0,0.0,l
2020,RO,Água,Água,157453087.64,13532562.12,0.0,588114.2,1073957.0,45470015.78,20126993.69,0.0,745129.84,2099080.63,1549518.0,820738.22,l
2020,RR,Água,Água,4165830.0,2916473.8,0.0,31020.8,0.0,996736.66,3463047.86,0.0,17234.0,0.0,0.0,0.0,l
2020,RS,Água,Água,178832988.2,144698302.84,39.3,1311223.0,11620.0,151497255.36,141195255.21,326.37,2340842.93,3260.86,0.0,0.0,l
2020,SC,Água,Água,266860113.2,94618665.66,154038.0,1183957.2,1474060.12,56135599.82,91931181.43,216620.18,1705547.61,624813.09,2697213.0,2607398.55,l
2020,SE,Água,Água,194129950.0,15697677.84,0.0,1519052.4,0.0,31085811.22,13442449.13,0.0,1766016.44,0.0,7143896.68,9836363.55,l
2020,SP,Água,Água,904998218.16,946907874.46,10990905.4,21988620.2,10808065.93,196715006.07,947091986.68,22738244.79,19237883.83,9678945.84,71041509.96,64117902.68,l
2020,TO,Água,Água,38382180.0,2880160.6,0.0,269356.6,0.0,3763585.54,2479604.18,0.0,303106.9,0.0,0.0,0.0,l
2021,AC,Água,Água,44121243.0,2341044.0,0.0,69513.6,0.0,12012790.96,1376175.92,0.0,44204.0,0.0,0.0,0.0,l
2021,AL,Água,Água,230865199.8,97516374.15,0.0,448937.0,0.0,15835229.8,141147301.23,0.0,207044.83,0.0,0.0,0.0,l
2021,AM,Água,Água,279658618.24,37692795.36,0.0,1207677.53,0.0,32696696.54,37941035.73,0.0,1631768.94,0.0,34290301.8,6251047.33,l
2021,AP,Água,Água,39856457.12,1195347.98,0.0,48376.4,0.0,3290630.45,1608676.85,0.0,84526.41,0.0,0.0,0.0,l
2021,BA,Água,Água,854845342.06,153693787.33,0.0,5366931.22,622950.0,67022625.57,162401594.89,0.0,4183576.17,498880.1,201471395.29,81388459.48,l
2021,CE,Água,Água,605662006.24,77165815.68,0.0,1023191.33,0.0,103367870.66,41857866.09,0.0,1814113.83,0.0,76445132.89,106240542.45,l
2021,DF,Água,Água,26503282.16,8061857.08,0.0,449353.12,0.0,6632218.81,9192410.03,0.0,450712.62,0.0,0.0,0.0,l
2021,ES,Água,Água,93556788.76,23016619.4,215805.6,683817.6,0.0,10467253.89,29533739.49,1645712.24,1242829.16,0.0,0.0,0.0,l
2021,GO,Água,Água,168908242.84,94562873.4,0.0,939436.7,201345.0,40067094.56,104514665.07,0.0,2049267.57,187086.45,33054003.0,2010989.0,l
2021,MA,Água,Água,230264202.0,14032384.12,0.0,508416.0,30612.0,22210369.67,12043728.91,0.0,911319.3,19395.75,22877000.0,4091729.5,l
2021,MG,Água,Água,398491460.58,267074588.75,272183.6,2894655.68,4659849.0,65331982.06,251678657.83,789685.55,4853678.92,2812221.32,618424.11,94532.73,l
2021,MS,Água,Água,36483168.0,10765693.04,0.0,432226.4,1115459.0,8375874.73,17329426.69,0.0,768917.87,1022812.52,15688977.22,445443.88,l
2021,MT,Água,Água,603831811.44,57809017.84,11691.0,3339108.05,0.0,78523404.84,79952854.7,12360.62,4281788.64,0.0,0.0,0.0,l
2021,PA,Água,Água,448359779.82,30144990.28,0.0,1998722.1,443565.0,40532271.62,22145229.34,0.0,1300203.44,127582.73,357210000.0,1616239.43,l
2021,PB,Água,Água,241856600.0,49591202.07,0.0,3334134.2,0.0,19353097.93,47971399.77,0.0,3644983.44,0.0,127102796.92,159427463.47,l
2021,PE,Água,Água,1158625938.99,87164109.57,70537.0,925730.64,0.0,101014844.08,65117449.07,165319.4,1564191.78,0.0,766277476.0,1042268.04,l
2021,PI,Água,Água,21326484.8,1688777.28,0.0,60155.29,0.0,2703511.63,1817013.85,0.0,8595.84,0.0,0.0,0.0,l
2021,PR,Água,Água,163083156.8,131171381.27,0.0,4817462.81,1600000.0,43766561.85,143281537.8,0.0,6350434.03,22400.0,50779714.91,4305829.62,l
2021,RJ,Água,Água,491251967.3,169043048.41,0.0,5415333.0,498050.0,59918132.99,194300335.62,0.0,8809843.71,14941.5,0.0,0.0,l
2021,RN,Água,Água,430547582.21,26824571.48,141218.0,1267980.54,0.0,38256954.29,34688858.3,156910.24,1374405.84,0.0,0.0,0.0,l
2021,RO,Água,Água,159551543.0,17988456.7,0.0,637634.0,0.0,30971988.4,23073657.26,0.0,812142.15,0.0,946113.0,1953205.1,l
2021,RR,Água,Água,4509260.0,4489108.98,0.0,44121.4,0.0,1187477.81,6516897.83,0.0,43620.58,0.0,0.0,0.0,l
2021,RS,Água,Água,160343588.05,204055780.29,565.49,2121061.81,1596570.0,69193159.28,278898632.04,4062.73,4886857.62,805393.1,69536177.08,1777682.03,l
2021,SC,Água,Água,270806499.8,113787544.29,311568.0,2068490.8,161485.92,59743539.11,119108366.16,422434.34,3431933.79,124179.66,236380096.44,5211751.83,l
2021,SE,Água,Água,219379083.32,19713363.11,0.0,1589907.16,0.0,31925898.16,17068677.54,0.0,1905129.46,0.0,7143896.68,9836363.55,l
2021,SP,Água,Água,2113846784.46,900726574.84,7684560.33,16784241.43,64297350.54,303066798.07,1006845635.35,25513671.3,27790501.75,23823545.63,21537296.24,23728174.07,l
2021,TO,Água,Água,25656760.0,3211202.0,0.0,303970.65,0.0,4476952.33,2736944.72,0.0,366379.06,0.0,0.0,0.0,l
2022,AC,Água,Água,51890781.0,2023108.0,0.0,70800.0,0.0,5955217.0,1096992.62,0.0,40562.5,0.0,0.0,0.0,l
2022,AL,Água,Água,327723601.0,144101408.29,0.0,979022.84,0.0,134290642.54,142232284.14,0.0,567726.87,0.0,0.0,0.0,l
2022,AM,Água,Água,287809171.6,46727937.95,0.0,1739743.2,0.0,41991910.77,48270521.35,0.0,2203351.24,0.0,58198873.0,30670946.26,l
2022,AP,Água,Água,40060255.52,1443146.56,0.0,72726.18,0.0,5153824.68,2947460.31,0.0,154586.28,0.0,0.0,0.0,l
2022,BA,Água,Água,756252007.57,204370908.72,0.0,4094398.22,811480.0,65511119.1,193615886.57,0.0,2595644.88,660459.84,217097005.56,98756188.34,l
2022,CE,Água,Água,568334905.74,63457878.25,0.0,1231524.8,0.0,114448377.2,88342790.19,0.0,2756818.81,0.0,69685924.14,123591279.93,l
2022,DF,Água,Água,20595259.34,2385430.46,0.0,286563.74,0.0,4872466.19,2270827.43,0.0,213075.16,0.0,0.0,0.0,l
2022,ES,Água,Água,90056008.99,27817414.33,332229.6,914908.86,0.0,12247944.45,43114279.12,3008598.88,2166623.5,0.0,0.0,0.0,l
2022,GO,Água,Água,178057228.0,94771370.16,0.0,1502524.4,225600.0,44641941.93,92360455.22,0.0,3005542.26,225545.0,70314465.5,1977973.25,l
2022,MA,Água,Água,1422619799.4,21594549.84,0.0,785693.4,0.0,26202059.08,27400296.51,0.0,1838576.59,0.0,27870785.57,4984906.92,l
2022,MG,Água,Água,423974194.45,267130805.34,514783.0,3869711.13,4230989.0,70694277.04,336542019.04,1599111.24,8227735.22,3033375.93,691707.13,103426.85,l
2022,MS,Água,Água,38737145.0,14117245.54,0.0,889445.1,1346316.0,9960603.61,26045725.47,0.0,1894739.8,1502441.52,13930824.32,579795.74,l
2022,MT,Água,Água,461621534.79,69896451.36,0.0,4475255.29,0.0,86276768.44,115106213.12,0.0,7238876.7,0.0,0.0,0.0,l
2022,PA,Água,Água,401801324.39,22772933.6,0.0,1541912.02,0.0,36310736.89,17510828.44,0.0,1502636.76,0.0,268528000.0,1423738.36,l
2022,PB,Água,Água,245824201.0,68902804.54,0.0,4250320.76,7675.0,20692060.63,76913891.45,0.0,5491541.44,5272.5,117967404.0,172940034.29,l
2022,PE,Água,Água,1228091723.84,75035267.15,112082.4,965955.17,105.0,110409435.44,64240135.79,467010.0,1813923.64,3100.0,540502000.0,868001.54,l
2022,PI,Água,Água,28756137.0,319671.0,0.0,7795.2,0.0,4091761.21,324883.75,0.0,16240.0,0.0,0.0,0.0,l
2022,PR,Água,Água,155939262.02,128198349.15,0.0,5940302.66,4676000.0,47764799.6,173578911.77,0.0,15684832.81,70140.0,52138282.64,4344912.01,l
2022,RJ,Água,Água,468459043.64,193121803.26,0.0,9552796.17,9032757.0,72805912.43,231116945.2,0.0,11789649.22,270082.71,0.0,0.0,l
2022,RN,Água,Água,431096422.78,34924704.2,148652.0,1646177.2,0.0,42658199.73,45145553.42,165170.86,2106411.69,0.0,300000.0,1500000.0,l
2022,RO,Água,Água,126301260.0,18234864.57,0.0,639380.56,0.0,29598421.19,26415223.87,0.0,1179253.36,0.0,671679.75,1850040.94,l
2022,RR,Água,Água,5705548.4,5077345.59,0.0,53500.8,0.0,1535158.86,6832567.67,0.0,126707.0,0.0,0.0,0.0,l
2022,RS,Água,Água,195153991.15,263141528.28,87.6,2713352.6,0.0,82152903.02,390492928.7,1103.28,6456044.15,0.0,79499877.97,4775087.61,l
2022,SC,Água,Água,307878910.25,138925057.64,396504.0,3006875.7,140445.1,76485288.48,168086797.75,602256.53,5544807.55,97473.07,248829000.0,2035559.0,l
2022,SE,Água,Água,229952721.0,30155571.84,0.0,2941443.28,95057.0,32022000.73,32078772.0,0.0,4169475.17,117753.7,0.0,0.0,l
2022,SP,Água,Água,2036557673.98,1313159813.54,10109999.73,22326348.45,7735449.05,355049740.39,1373704485.67,38675478.07,40588249.63,19269036.25,22117974.97,33261489.12,l
2022,TO,Água,Água,44868600.0,5154224.56,0.0,682742.2,0.0,6584913.92,4418101.69,0.0,1051547.76,0.0,0.0,0.0,l
2023,AC,Água,Água,38615027.0,2535733.0,0.0,84259.2,0.0,5027122.65,2253950.1,0.0,78352.35,0.0,0.0,0.0,l
2023,AL,Água,Água,303170209.0,104908329.94,0.0,570738.2,0.0,35858178.88,181358105.53,0.0,870144.68,0.0,0.0,0.0,l
2023,AM,Água,Água,285283860.0,53180762.21,0.0,1215875.2,0.0,36564072.94,53209627.4,0.0,2003441.08,0.0,55337674.8,8200403.91,l
