Ano base,UF,Quantidade Produção - Minério ROM (t),% Produção  Alumínio (Bauxita),% Produção  Amianto,% Produção  Areia,% Produção  Areias Industriais,% Produção  Argilas,% Produção  Berílio,% Produção  Bário,% Produção  Calcário,% Produção  Carvão Mineral,% Produção  Caulim,% Produção  Chumbo,% Produção  Cianita e outros minerais refratários,% Produção  Cobalto,% Produção  Cobre,% Produção  ColumbitaTantalita,% Produção  Cromo,% Produção  Cádmio,% Produção  Diamante,% Produção  Diatomita,% Produção  Dolomito e Magnesita,% Produção  Enxofre,% Produção  Estanho,"% Produção  Feldspato, Leucita e NefelinaSienito",% Produção  Ferro,% Produção  Fluorita e Criolita,% Produção  Fosfato,% Produção  Gemas,"% Produção  Geodos, Ágatas, Calcedônia, etc",% Produção  Gipsita,% Produção  Grafita,% Produção  Lítio,% Produção  Manganês,% Produção  Mica,% Produção  Minerais Industriais (Outros),% Produção  Molibdênio,% Produção  Monazita e TerrasRaras,% Produção  Nióbio,% Produção  Níquel,% Produção  Ouro,% Produção  Potássio,% Produção  Prata,% Produção  Quartzo (Cristal) e outros Piezelétricos,% Produção  Rochas (Britadas) e Cascalho,% Produção  Rochas Ornamentais,% Produção  Rochas Ornamentais  Outras,% Produção  Saibro,% Produção  Sal,% Produção  Talco e outras Cargas Minerais,% Produção  Titânio,% Produção  Tungstênio,% Produção  Turfa,% Produção  Urânio e outros Radioativos,% Produção  Vanádio,% Produção  Vermiculita e Perlita,% Produção  Zinco,% Produção  Zircônio,Quantidade Venda (t),% Venda  Alumínio (Bauxita),% Venda  Amianto,% Venda  Areia,% Venda  Areias Industriais,% Venda  Argilas,% Venda  Berílio,% Venda  Bário,% Venda  Calcário,% Venda  Carvão Mineral,% Venda  Caulim,% Venda  Chumbo,% Venda  Cianita e outros minerais refratários,% Venda  Cobalto,% Venda  Cobre,% Venda  ColumbitaTantalita,% Venda  Cromo,% Venda  Cádmio,% Venda  Diamante,% Venda  Diatomita,% Venda  Dolomito e Magnesita,% Venda  Enxofre,% Venda  Estanho,"% Venda  Feldspato, Leucita e NefelinaSienito",% Venda  Ferro,% Venda  Fluorita e Criolita,% Venda  Fosfato,% Venda  Gemas,"% Venda  Geodos, Ágatas, Calcedônia, etc",% Venda  Gipsita,% Venda  Grafita,% Venda  Lítio,% Venda  Manganês,% Venda  Mica,% Venda  Minerais Industriais (Outros),% Venda  Molibdênio,% Venda  Monazita e TerrasRaras,% Venda  Nióbio,% Venda  Níquel,% Venda  Ouro,% Venda  Potássio,% Venda  Prata,% Venda  Quartzo (Cristal) e outros Piezelétricos,% Venda  Rochas (Britadas) e Cascalho,% Venda  Rochas Ornamentais,% Venda  Rochas Ornamentais  Outras,% Venda  Saibro,% Venda  Sal,% Venda  Talco e outras Cargas Minerais,% Venda  Titânio,% Venda  Tungstênio,% Venda  Turfa,% Venda  Urânio e outros Radioativos,% Venda  Vanádio,% Venda  Vermiculita e Perlita,% Venda  Zinco,% Venda  Zircônio,Valor Venda (R$),% Valor Venda  Alumínio (Bauxita),% Valor Venda  Amianto,% Valor Venda  Areia,% Valor Venda  Areias Industriais,% Valor Venda  Argilas,% Valor Venda  Berílio,% Valor Venda  Bário,% Valor Venda  Calcário,% Valor Venda  Carvão Mineral,% Valor Venda  Caulim,% Valor Venda  Chumbo,% Valor Venda  Cianita e outros minerais refratários,% Valor Venda  Cobalto,% Valor Venda  Cobre,% Valor Venda  ColumbitaTantalita,% Valor Venda  Cromo,% Valor Venda  Cádmio,% Valor Venda  Diamante,% Valor Venda  Diatomita,% Valor Venda  Dolomito e Magnesita,% Valor Venda  Enxofre,% Valor Venda  Estanho,"% Valor Venda  Feldspato, Leucita e NefelinaSienito",% Valor Venda  Ferro,% Valor Venda  Fluorita e Criolita,% Valor Venda  Fosfato,% Valor Venda  Gemas,"% Valor Venda  Geodos, Ágatas, Calcedônia, etc",% Valor Venda  Gipsita,% Valor Venda  Grafita,% Valor Venda  Lítio,% Valor Venda  Manganês,% Valor Venda  Mica,% Valor Venda  Minerais Industriais (Outros),% Valor Venda  Molibdênio,% Valor Venda  Monazita e TerrasRaras,% Valor Venda  Nióbio,% Valor Venda  Níquel,% Valor Venda  Ouro,% Valor Venda  Potássio,% Valor Venda  Prata,% Valor Venda  Quartzo (Cristal) e outros Piezelétricos,% Valor Venda  Rochas (Britadas) e Cascalho,% Valor Venda  Rochas Ornamentais,% Valor Venda  Rochas Ornamentais  Outras,% Valor Venda  Saibro,% Valor Venda  Sal,% Valor Venda  Talco e outras Cargas Minerais,% Valor Venda  Titânio,% Valor Venda  Tungstênio,% Valor Venda  Turfa,% Valor Venda  Urânio e outros Radioativos,% Valor Venda  Vanádio,% Valor Venda  Vermiculita e Perlita,% Valor Venda  Zinco,% Valor Venda  Zircônio
2019,RS,45748203.34,0.0,0.0,21.16,0.11,8.74,0.0,0.0,10.13,10.4,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.12,0.02,1.98,5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15713790.91,0.0,0.0,60.24,0.28,8.88,0.0,0.0,12.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21,0.06,5.13,7.66,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279245820.0,0.0,0.0,41.99,0.37,4.22,0.0,0.0,10.2,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,2.16,12.59,5.38,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,RS,58695106.92,0.0,0.0,16.93,0.0,6.89,0.0,0.0,6.76,7.96,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.82,0.11,0.63,22.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15661110.16,0.0,0.0,62.53,0.01,7.4,0.0,0.0,10.68,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76,0.42,2.04,8.89,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270223612.96,0.0,0.0,46.0,0.02,4.5,0.0,0.0,6.09,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,16.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56,4.26,9.43,6.77,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,RS,51359334.72,0.0,0.0,21.09,0.0,6.48,0.0,0.0,11.66,11.33,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.09,0.48,1.35,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19083240.68,0.0,0.0,55.84,0.0,8.22,0.0,0.0,13.88,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61,1.3,3.13,6.98,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383680843.99,0.0,0.0,42.42,0.0,4.33,0.0,0.0,5.72,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,19.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,4.71,8.97,4.53,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,RS,49603718.1,0.0,0.0,20.13,0.0,9.44,0.0,0.0,9.85,8.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.33,0.61,1.62,7.35,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17420335.45,0.0,0.0,55.49,0.0,8.44,0.0,0.0,10.49,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14,1.74,3.69,10.31,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427019810.08,0.0,0.0,41.99,0.0,4.3,0.0,0.0,5.43,0.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,2.92,9.44,7.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,RS,49728565.29,0.0,0.0,17.64,0.41,8.47,0.0,0.0,8.61,8.21,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.14,0.39,1.16,8.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15812939.23,0.0,0.0,51.84,1.28,11.4,0.0,0.0,10.89,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,1.18,3.24,10.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412282753.41,0.0,0.0,39.8,1.01,5.33,0.0,0.0,8.21,0.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,10.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81,4.85,11.36,7.61,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,RS,60155153.97,0.0,0.0,15.45,0.12,5.78,0.0,0.0,7.52,6.42,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,0.51,4.04,6.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18800759.49,0.0,0.0,46.75,0.38,9.76,0.0,0.0,9.41,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.24,1.03,2.36,10.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477474606.61,0.0,0.0,37.44,0.53,4.71,0.0,0.0,6.8,0.0,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.55,2.57,10.7,9.12,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,SC,32528820.8,0.25,0.0,12.71,2.99,7.88,0.0,0.0,2.01,20.74,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.17,0.38,0.05,8.03,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,8695158.69,0.12,0.0,44.24,0.09,21.85,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24,1.45,0.18,22.6,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,97177347.34,0.22,0.0,57.04,0.14,17.3,0.0,0.0,0.0,0.0,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61,2.31,0.69,9.98,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0
2011,SC,38794341.07,0.23,0.0,11.92,3.16,8.43,0.0,0.0,3.85,18.66,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.48,0.48,0.13,8.12,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,9998889.89,0.14,0.0,45.24,0.13,18.61,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51,2.07,0.49,23.31,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,113992092.7,0.25,0.0,59.43,0.25,15.53,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95,2.2,1.2,10.9,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
2012,SC,43374672.18,0.17,0.0,13.42,2.72,8.55,0.0,0.0,6.28,16.73,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.72,0.56,0.11,8.27,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,11549296.54,0.15,0.0,45.3,0.2,25.05,0.0,0.0,0.04,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,2.15,0.35,20.38,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,127082500.8,0.28,0.0,60.67,0.58,14.13,0.0,0.0,0.01,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19,2.19,1.95,12.01,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
2013,SC,46366479.21,0.04,0.0,17.76,3.06,8.76,0.0,0.0,6.4,18.32,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.53,0.51,0.09,6.32,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,14518919.84,0.13,0.0,55.77,0.2,21.51,0.0,0.0,0.03,0.13,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17,1.62,0.28,12.5,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,158180395.88,0.24,0.0,59.05,0.6,12.69,0.0,0.0,0.01,1.11,8.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,2.53,1.28,7.62,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
2014,SC,45841856.59,0.02,0.0,13.11,2.79,8.39,0.0,0.0,6.52,18.07,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.34,0.73,0.1,6.73,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,12263424.24,0.07,0.0,47.13,0.22,22.81,0.0,0.0,0.12,0.11,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.61,2.72,0.35,16.74,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,165792819.36,0.11,0.0,56.89,0.58,13.56,0.0,0.0,0.03,0.87,8.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.74,3.63,0.99,7.68,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
2015,SC,42803583.91,0.02,0.0,14.39,2.82,8.98,0.0,0.0,6.05,16.64,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.28,0.75,0.11,6.73,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,12171556.89,0.07,0.0,48.66,0.21,24.55,0.0,0.0,0.0,0.08,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52,2.63,0.38,14.87,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,169168872.69,0.11,0.0,56.3,0.63,17.5,0.0,0.0,0.0,0.93,9.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,2.23,1.33,6.77,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0
2016,SC,41260232.75,0.01,0.0,14.34,2.67,8.68,0.0,0.0,6.56,15.2,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.12,0.89,0.15,6.37,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,11620835.99,0.04,0.0,47.83,0.03,22.77,0.0,0.0,0.0,0.11,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.68,3.17,0.51,14.77,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,171183322.8,0.06,0.0,55.91,0.11,16.35,0.0,0.0,0.0,1.01,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,3.21,1.51,7.17,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0
2017,SC,40498811.9,0.04,0.0,15.27,2.64,8.38,0.0,0.0,6.02,15.73,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.51,0.6,0.19,6.15,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10872015.97,0.14,0.0,52.81,0.01,21.23,0.0,0.0,0.0,0.23,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99,2.22,0.68,13.31,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,155658819.9,0.23,0.0,56.42,0.06,17.17,0.0,0.0,0.0,0.77,8.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,2.83,1.98,6.33,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
2018,SC,42377981.42,0.06,0.0,13.14,2.73,8.96,0.0,0.0,6.24,14.74,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.95,0.49,0.14,7.12,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,10483391.61,0.23,0.0,48.06,0.05,24.5,0.0,0.0,0.0,0.19,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17,2.0,0.51,14.78,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,160390821.37,0.28,0.0,55.81,0.37,15.57,0.0,0.0,0.0,0.64,8.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.28,3.73,1.66,6.45,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0
2019,SC,46653004.68,0.06,0.0,13.38,2.61,9.18,0.0,0.0,4.05,11.99,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.1,0.51,0.17,6.94,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,12357491.29,0.24,0.0,44.68,0.02,23.73,0.0,0.0,1.42,0.03,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.56,1.92,0.53,14.94,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,200326375.2,0.37,0.0,52.56,0.08,15.45,0.0,0.0,0.39,0.1,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.11,3.12,1.73,7.32,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0
